District,Type,Built by,Longitude,Latitude,ID
Gangnam-gu,Public facility,District,127.0410033,37.5082915,WF121001
Gangnam-gu,Public facility,District,127.0642501,37.4938501,WF121002
Gangnam-gu,Public facility,District,127.0642501,37.4938501,WF121003
Gangnam-gu,Public facility,District,127.0642501,37.4938501,WF121004
Gangnam-gu,Public facility,District,127.0642501,37.4938501,WF121005
Gangnam-gu,Public facility,District,127.0642501,37.4938501,WF121006
Gangnam-gu,Public facility,District,127.0642501,37.4938501,WF121007
Gangnam-gu,Public facility,District,127.0642501,37.4938501,WF121008
Gangnam-gu,Public facility,District,127.0642501,37.4938501,WF121009
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121010
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121011
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121012
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121013
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121014
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121015
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121016
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121017
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121018
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121019
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121020
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121021
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121022
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121023
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF121024
Gangnam-gu,Public facility,District,127.0521134,37.5159009,WF121025
Gangnam-gu,Public facility,District,127.0521134,37.5159009,WF121026
Gangnam-gu,Public facility,District,127.0521134,37.5159009,WF121027
Gangnam-gu,Public facility,District,127.0521134,37.5159009,WF121028
Gangnam-gu,Tour site,District,127.0643002,37.5023891,WF121029
Gangnam-gu,Tour site,District,127.0578714,37.4997627,WF121030
Gangnam-gu,Tour site,District,127.0464503,37.4836446,WF121031
Gangnam-gu,Public facility,District,127.0422163,37.5162597,WF121032
Gangnam-gu,Public facility,District,127.0422163,37.5162597,WF121033
Gangnam-gu,Public facility,District,127.0422163,37.5162597,WF121034
Gangnam-gu,Public facility,District,127.0422163,37.5162597,WF121035
Gangnam-gu,Public facility,District,127.1052665,37.4888523,WF121036
Gangnam-gu,Public facility,District,127.0626098,37.5143172,WF121037
Gangnam-gu,Tour site,District,127.0626688,37.5143683,WF121038
Gangnam-gu,Tour site,District,127.0459172,37.5111578,WF121039
Gangnam-gu,Tour site,District,127.1068759,37.4691307,WF121040
Gangnam-gu,Tour site,District,127.0332181,37.4951631,WF121041
Gangnam-gu,Tour site,District,127.0492935,37.5250895,WF121042
Gangnam-gu,Tour site,District,127.0464301,37.5190501,WF121043
Gangnam-gu,Main Street,Min. of Future(LGU+),127.0280696,37.4986144,WF121044
Gangnam-gu,Public facility,Min. of Future(KT),127.0672394,37.5084197,WF121045
Gangnam-gu,Welfare facility,Min. of Future(KT),127.0507291,37.504556,WF121046
Gangnam-gu,Tour site,Min. of Future(KT),127.063769,37.4829604,WF121047
Gangnam-gu,Welfare facility,Min. of Future(KT),127.0528667,37.4890937,WF121048
Gangnam-gu,Public facility,Min. of Future(KT),127.0528667,37.4890937,WF121049
Gangnam-gu,Public facility,Min. of Future(KT),127.0528667,37.4890937,WF121050
Gangnam-gu,Public facility,Min. of Future(KT),127.0528667,37.4890937,WF121051
Gangnam-gu,Public facility,Min. of Future(KT),127.0528667,37.4890937,WF121052
Gangnam-gu,Public facility,Min. of Future(KT),127.0528667,37.4890937,WF121053
Gangnam-gu,Public facility,Min. of Future(KT),127.0528667,37.4890937,WF121054
Gangnam-gu,Public facility,Min. of Future(KT),127.0528667,37.4890937,WF121055
Gangnam-gu,Public facility,Min. of Future(KT),127.0528667,37.4890937,WF121056
Gangnam-gu,Public facility,Min. of Future(KT),127.0528667,37.4890937,WF121057
Gangnam-gu,Public facility,Min. of Future(KT),127.0528667,37.4890937,WF121058
Gangnam-gu,Tour site,Min. of Future(KT),127.0500818,37.4975477,WF121059
Gangnam-gu,Tour site,Min. of Future(LGU+),127.0587979,37.5124637,WF121060
Gangnam-gu,Street market,SKT,127.020569,37.518774,WF131001
Gangnam-gu,Street market,SKT,127.020569,37.518774,WF131002
Gangnam-gu,Street market,SKT,127.020569,37.518774,WF131003
Gangnam-gu,Main Street,LGU+,127.051855,37.503561,WF131004
Gangnam-gu,Main Street,LGU+,127.050684,37.503111,WF131005
Gangnam-gu,Street market,SKT,127.023881,37.509119,WF131006
Gangnam-gu,Street market,SKT,127.023881,37.509119,WF131007
Gangnam-gu,Street market,SKT,127.057737,37.522519,WF131008
Gangnam-gu,Street market,SKT,127.057737,37.522519,WF131009
Gangnam-gu,Street market,SKT,127.057737,37.522519,WF131010
Gangnam-gu,Street market,SKT,127.057737,37.522519,WF131011
Gangnam-gu,Street market,SKT,127.057737,37.522519,WF131012
Gangnam-gu,Street market,SKT,127.057737,37.522519,WF131013
Gangnam-gu,Street market,SKT,127.057737,37.522519,WF131014
Gangnam-gu,Street market,SKT,127.057737,37.522519,WF131015
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF131016
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF131017
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF131018
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF131019
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF131020
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF131021
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF131022
Gangnam-gu,Public facility,District,127.0423236,37.5161203,WF131023
Gangnam-gu,Public facility,District,127.0423236,37.5161203,WF131024
Gangnam-gu,Park,District,127.0687485,37.4902983,WF131025
Gangnam-gu,Main Street,District,127.0753863,37.4895555,WF131026
Gangnam-gu,Main Street,District,127.0530254,37.4807309,WF131027
Gangnam-gu,Public facility,District,127.0422109,37.5164325,WF131028
Gangnam-gu,Public facility,District,127.0422109,37.5164325,WF131029
Gangnam-gu,Public facility,District,127.0422109,37.5164325,WF131030
Gangnam-gu,Park,District,127.0623028,37.4961459,WF131031
Gangnam-gu,Park,District,127.0580864,37.4892251,WF131032
Gangnam-gu,Park,District,127.0619059,37.4948307,WF131033
Gangnam-gu,Main Street,District,127.0608047,37.5079042,WF131034
Gangnam-gu,Main Street,District,127.0608047,37.5079042,WF131035
Gangnam-gu,Main Street,District,127.0608047,37.5079042,WF131036
Gangnam-gu,Park,District,127.0723128,37.4990825,WF131039
Gangnam-gu,Main Street,District,127.0502129,37.5046464,WF131040
Gangnam-gu,Main Street,District,127.0502129,37.5046464,WF131041
Gangnam-gu,Park,District,127.0462418,37.4851473,WF131042
Gangnam-gu,Main Street,District,127.0603494,37.5133271,WF131043
Gangnam-gu,Main Street,District,127.0603494,37.5133271,WF131044
Gangnam-gu,Main Street,District,127.0603494,37.5133271,WF131045
Gangnam-gu,Main Street,District,127.0617717,37.5107735,WF131046
Gangnam-gu,Main Street,District,127.0617717,37.5107735,WF131047
Gangnam-gu,Main Street,District,127.0612124,37.5117441,WF131048
Gangnam-gu,Main Street,District,127.0624518,37.5093812,WF131049
Gangnam-gu,Main Street,District,127.0624518,37.5093812,WF131050
Gangnam-gu,Main Street,District,127.0629262,37.5099563,WF131051
Gangnam-gu,Main Street,District,127.0629262,37.5099563,WF131052
Gangnam-gu,Main Street,District,127.0639628,37.5092971,WF131053
Gangnam-gu,Main Street,District,127.0639628,37.5092971,WF131054
Gangnam-gu,Main Street,District,127.0639628,37.5092971,WF131055
Gangnam-gu,Main Street,District,127.0622086,37.5112841,WF131056
Gangnam-gu,Main Street,District,127.0622086,37.5112841,WF131057
Gangnam-gu,Main Street,District,127.0620389,37.5087504,WF131058
Gangnam-gu,Main Street,District,127.0620389,37.5087504,WF131059
Gangnam-gu,Main Street,District,127.0620389,37.5087504,WF131060
Gangnam-gu,Main Street,District,127.0505467,37.5052291,WF131061
Gangnam-gu,Main Street,District,127.0505467,37.5052291,WF131062
Gangnam-gu,Main Street,District,127.0527072,37.5058715,WF131063
Gangnam-gu,Main Street,District,127.0527072,37.5058715,WF131064
Gangnam-gu,Main Street,District,127.0527072,37.5058715,WF131065
Gangnam-gu,Main Street,District,127.0548258,37.5065401,WF131066
Gangnam-gu,Main Street,District,127.0548258,37.5065401,WF131067
Gangnam-gu,Main Street,District,127.0548258,37.5065401,WF131068
Gangnam-gu,Public facility,District,127.0460165,37.5111557,WF131069
Gangnam-gu,Public facility,District,127.0227171,37.5239135,WF131070
Gangnam-gu,Main Street,District,127.0356947,37.5223576,WF131071
Gangnam-gu,Main Street,District,127.0389994,37.5234075,WF131072
Gangnam-gu,Main Street,District,127.0293531,37.5275102,WF131073
Gangnam-gu,Main Street,District,127.0334779,37.5284269,WF131074
Gangnam-gu,Main Street,District,127.0330421,37.5229911,WF131075
Gangnam-gu,Main Street,District,127.0331761,37.5264132,WF131076
Gangnam-gu,Main Street,District,127.0329071,37.5243263,WF131077
Gangnam-gu,Main Street,District,127.03282,37.5289613,WF131078
Gangnam-gu,Main Street,District,127.0330989,37.5222309,WF131079
Gangnam-gu,Main Street,District,127.033748,37.5283808,WF131080
Gangnam-gu,Park,District,127.0350945,37.5236585,WF131081
Gangnam-gu,Public facility,District,127.0306465,37.5306001,WF131082
Gangnam-gu,Main Street,District,127.0351441,37.5012438,WF131083
Gangnam-gu,Main Street,District,127.0351441,37.5012438,WF131084
Gangnam-gu,Main Street,District,127.0364404,37.5022296,WF131085
Gangnam-gu,Main Street,District,127.0364404,37.5022296,WF131086
Gangnam-gu,Main Street,District,127.0383879,37.5014949,WF131087
Gangnam-gu,Main Street,District,127.0383879,37.5014949,WF131088
Gangnam-gu,Main Street,District,127.0383879,37.5014949,WF131089
Gangnam-gu,Main Street,District,127.0358392,37.5002482,WF131090
Gangnam-gu,Main Street,District,127.0358392,37.5002482,WF131091
Gangnam-gu,Main Street,District,127.0358392,37.5002482,WF131092
Gangnam-gu,Main Street,District,127.0374866,37.4992391,WF131093
Gangnam-gu,Main Street,District,127.0374866,37.4992391,WF131094
Gangnam-gu,Main Street,District,127.0374866,37.4992391,WF131095
Gangnam-gu,Main Street,District,127.0483004,37.5056562,WF131096
Gangnam-gu,Main Street,District,127.0483004,37.5056562,WF131097
Gangnam-gu,Main Street,District,127.0483004,37.5056562,WF131098
Gangnam-gu,Main Street,District,127.0302973,37.4985444,WF131101
Gangnam-gu,Main Street,District,127.0302973,37.4985444,WF131102
Gangnam-gu,Main Street,District,127.0302973,37.4985444,WF131103
Gangnam-gu,Main Street,District,127.0317259,37.4973506,WF131104
Gangnam-gu,Main Street,District,127.0317259,37.4973506,WF131105
Gangnam-gu,Main Street,District,127.0317259,37.4973506,WF131106
Gangnam-gu,Main Street,District,127.0477254,37.5043562,WF131107
Gangnam-gu,Main Street,District,127.0477254,37.5043562,WF131108
Gangnam-gu,Main Street,District,127.0272735,37.4992436,WF131109
Gangnam-gu,Main Street,District,127.0272735,37.4992436,WF131110
Gangnam-gu,Main Street,District,127.0272735,37.4992436,WF131111
Gangnam-gu,Main Street,District,127.0346916,37.5003613,WF131112
Gangnam-gu,Main Street,District,127.0346916,37.5003613,WF131113
Gangnam-gu,Main Street,District,127.0294243,37.4948061,WF131114
Gangnam-gu,Main Street,District,127.0294243,37.4948061,WF131115
Gangnam-gu,Main Street,District,127.0294343,37.5022306,WF131116
Gangnam-gu,Main Street,District,127.0301776,37.5009955,WF131117
Gangnam-gu,Main Street,District,127.0301776,37.5009955,WF131118
Gangnam-gu,Main Street,District,127.0376525,37.5025986,WF131119
Gangnam-gu,Main Street,District,127.0376525,37.5025986,WF131120
Gangnam-gu,Main Street,District,127.0376525,37.5025986,WF131121
Gangnam-gu,Main Street,District,127.0472552,37.5037206,WF131122
Gangnam-gu,Main Street,District,127.0472552,37.5037206,WF131123
Gangnam-gu,Main Street,District,127.0496445,37.5028408,WF131124
Gangnam-gu,Main Street,District,127.0496445,37.5028408,WF131125
Gangnam-gu,Main Street,District,127.0496445,37.5028408,WF131126
Gangnam-gu,Public facility,District,127.0467719,37.4959744,WF131127
Gangnam-gu,Main Street,District,127.0743471,37.4979658,WF131130
Gangnam-gu,Park,District,127.0783083,37.4957495,WF131131
Gangnam-gu,Main Street,District,127.0770988,37.489131,WF131132
Gangnam-gu,Main Street,District,127.0415936,37.5274361,WF131133
Gangnam-gu,Main Street,District,127.0397366,37.5246607,WF131134
Gangnam-gu,Main Street,District,127.0401381,37.5257892,WF131135
Gangnam-gu,Main Street,District,127.0420624,37.5217764,WF131136
Gangnam-gu,Main Street,District,127.0405106,37.5217543,WF131137
Gangnam-gu,Main Street,District,127.0413748,37.5194722,WF131138
Gangnam-gu,Main Street,District,127.0467656,37.4814331,WF131139
Gangnam-gu,Park,District,127.0496602,37.4839657,WF131140
Gangnam-gu,Park,District,127.0629528,37.4898839,WF131141
Gangnam-gu,Park,District,127.0743571,37.5003151,WF131142
Gangnam-gu,Welfare facility,Min. of Future(SKT),127.107019,37.4869646,WF131143
Gangnam-gu,Welfare facility,Min. of Future(SKT),127.107019,37.4869646,WF131144
Gangnam-gu,Welfare facility,Min. of Future(SKT),127.107019,37.4869646,WF131145
Gangnam-gu,Welfare facility,Min. of Future(SKT),127.107019,37.4869646,WF131146
Gangnam-gu,Welfare facility,Min. of Future(SKT),127.107019,37.4869646,WF131147
Gangnam-gu,Welfare facility,Min. of Future(SKT),127.107019,37.4869646,WF131148
Gangnam-gu,Welfare facility,Min. of Future(SKT),127.107019,37.4869646,WF131149
Gangnam-gu,Main Street,District,127.0224101,37.5232401,WF133000
Gangnam-gu,Main Street,District,127.0224101,37.5232401,WF133001
Gangnam-gu,Main Street,District,127.0228701,37.5216901,WF133002
Gangnam-gu,Main Street,District,127.0228701,37.5216901,WF133003
Gangnam-gu,Main Street,District,127.0229301,37.5199601,WF133004
Gangnam-gu,Main Street,District,127.0229301,37.5199601,WF133005
Gangnam-gu,Main Street,District,127.0294701,37.4932601,WF133006
Gangnam-gu,Main Street,District,127.0294701,37.4932601,WF133007
Gangnam-gu,Main Street,District,127.0294701,37.4932601,WF133008
Gangnam-gu,Public facility,District,127.0642501,37.4938501,WF141001
Gangnam-gu,Public facility,District,127.0642501,37.4938501,WF141002
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141003
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141004
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141005
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141006
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141007
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141008
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141009
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141010
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141011
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141012
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141013
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141014
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141015
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141016
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141017
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141018
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141019
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141020
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141021
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141022
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141023
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141024
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141025
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141026
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141027
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141028
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141029
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141030
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141031
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141032
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141033
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141034
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141035
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141036
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141037
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141038
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141039
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141040
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141041
Gangnam-gu,Public facility,District,127.0474601,37.5175201,WF141042
Gangnam-gu,Public facility,District,127.0423236,37.5161203,WF141043
Gangnam-gu,Public facility,District,127.0423236,37.5161203,WF141044
Gangnam-gu,Public facility,District,127.0574601,37.4819301,WF141045
Gangnam-gu,Public facility,District,127.0685465,37.4896986,WF141046
Gangnam-gu,Public facility,District,127.0516309,37.4787867,WF141047
Gangnam-gu,Main Street,District,127.0220375,37.5169604,WF141048
Gangnam-gu,Main Street,District,127.0220375,37.5169604,WF141049
Gangnam-gu,Main Street,District,127.0207821,37.5164541,WF141050
Gangnam-gu,Public facility,District,127.0285301,37.5114401,WF141051
Gangnam-gu,Public facility,District,127.0371481,37.5171559,WF141052
Gangnam-gu,Public facility,District,127.0567722,37.4932324,WF141053
Gangnam-gu,Public facility,District,127.0641593,37.5022874,WF141054
Gangnam-gu,Tour site,District,127.0643002,37.5023891,WF141055
Gangnam-gu,Public facility,District,127.0578828,37.4996765,WF141056
Gangnam-gu,Public facility,District,127.0389348,37.4882865,WF141057
Gangnam-gu,Public facility,District,127.0464355,37.4837079,WF141058
Gangnam-gu,Tour site,District,127.0387162,37.4883408,WF141059
Gangnam-gu,Tour site,District,127.0387162,37.4883408,WF141060
Gangnam-gu,Public facility,District,127.0422163,37.5162597,WF141061
Gangnam-gu,Public facility,District,127.0422163,37.5162597,WF141062
Gangnam-gu,Public facility,District,127.0422163,37.5162597,WF141063
Gangnam-gu,Public facility,District,127.0422163,37.5162597,WF141064
Gangnam-gu,Public facility,District,127.0422163,37.5162597,WF141065
Gangnam-gu,Public facility,District,127.0422163,37.5162597,WF141066
Gangnam-gu,Public facility,District,127.0626098,37.5143172,WF141067
Gangnam-gu,Public facility,District,127.0460165,37.5111557,WF141068
Gangnam-gu,Public facility,District,127.0520812,37.5159733,WF141069
Gangnam-gu,Public facility,District,127.1068759,37.4690062,WF141070
Gangnam-gu,Public facility,District,127.1049891,37.4888712,WF141071
Gangnam-gu,Main Street,District,127.0210212,37.5169125,WF141072
Gangnam-gu,Main Street,District,127.0210212,37.5169125,WF141073
Gangnam-gu,Main Street,District,127.0227325,37.5176541,WF141074
Gangnam-gu,Main Street,District,127.0227325,37.5176541,WF141075
Gangnam-gu,Main Street,District,127.0248541,37.5185772,WF141076
Gangnam-gu,Main Street,District,127.0248541,37.5185772,WF141077
Gangnam-gu,Main Street,District,127.0282338,37.5244649,WF141078
Gangnam-gu,Main Street,District,127.0282338,37.5244649,WF141079
Gangnam-gu,Main Street,District,127.0282338,37.5244649,WF141080
Gangnam-gu,Main Street,District,127.0193788,37.5175751,WF141081
Gangnam-gu,Main Street,District,127.0193788,37.5175751,WF141082
Gangnam-gu,Main Street,District,127.0265691,37.5260811,WF141083
Gangnam-gu,Main Street,District,127.0265691,37.5260811,WF141084
Gangnam-gu,Main Street,District,127.0201452,37.5170126,WF141085
Gangnam-gu,Main Street,District,127.0201452,37.5170126,WF141086
Gangnam-gu,Main Street,District,127.0253581,37.5231564,WF141087
Gangnam-gu,Main Street,District,127.0253581,37.5231564,WF141088
Gangnam-gu,Park,District,127.0257587,37.5206541,WF141089
Gangnam-gu,Main Street,District,127.0266203,37.5217665,WF141090
Gangnam-gu,Main Street,District,127.0266203,37.5217665,WF141091
Gangnam-gu,Main Street,District,127.0266203,37.5217665,WF141092
Gangnam-gu,Park,District,127.0257922,37.5227246,WF141093
Gangnam-gu,Park,District,127.0257922,37.5227246,WF141094
Gangnam-gu,Main Street,District,127.0276829,37.5229871,WF141095
Gangnam-gu,Main Street,District,127.0276829,37.5229871,WF141096
Gangnam-gu,Main Street,District,127.026299,37.5199018,WF141097
Gangnam-gu,Main Street,District,127.026299,37.5199018,WF141098
Gangnam-gu,Main Street,District,127.0197986,37.5181242,WF141099
Gangnam-gu,Public facility,District,127.0227171,37.5239135,WF141100
Gangnam-gu,Main Street,District,127.0283298,37.5208166,WF141101
Gangnam-gu,Main Street,District,127.0283298,37.5208166,WF141102
Gangnam-gu,Main Street,District,127.0283298,37.5208166,WF141103
Gangnam-gu,Main Street,District,127.0286814,37.5265524,WF141104
Gangnam-gu,Main Street,District,127.0286814,37.5265524,WF141105
Gangnam-gu,Main Street,District,127.0286814,37.5265524,WF141106
Gangnam-gu,Main Street,District,127.0284723,37.5231461,WF141107
Gangnam-gu,Main Street,District,127.0284723,37.5231461,WF141108
Gangnam-gu,Public facility,District,127.0306465,37.5306001,WF141109
Gangnam-gu,Public facility,District,127.0332161,37.4953732,WF141110
Gangnam-gu,Public facility,District,127.0467719,37.4959744,WF141111
Gangnam-gu,Public facility,District,127.0332128,37.4952812,WF141112
Gangnam-gu,Public facility,District,127.0880201,37.4918201,WF141113
Gangnam-gu,Public facility,District,127.0736859,37.4921037,WF141114
Gangnam-gu,Public facility,District,127.0864601,37.4833301,WF141115
Gangnam-gu,Public facility,District,127.0864601,37.4833301,WF141116
Gangnam-gu,Main Street,District,127.0487032,37.5246101,WF141117
Gangnam-gu,Main Street,District,127.0487032,37.5246101,WF141118
Gangnam-gu,Main Street,District,127.0487032,37.5246101,WF141119
Gangnam-gu,Main Street,District,127.0503338,37.5247747,WF141120
Gangnam-gu,Main Street,District,127.0503338,37.5247747,WF141121
Gangnam-gu,Main Street,District,127.0445549,37.5236478,WF141122
Gangnam-gu,Main Street,District,127.0445549,37.5236478,WF141123
Gangnam-gu,Main Street,District,127.0445549,37.5236478,WF141124
Gangnam-gu,Main Street,District,127.0415248,37.5232713,WF141125
Gangnam-gu,Main Street,District,127.0415248,37.5232713,WF141126
Gangnam-gu,Main Street,District,127.0429056,37.5238219,WF141127
Gangnam-gu,Main Street,District,127.0434679,37.5262761,WF141128
Gangnam-gu,Main Street,District,127.0434679,37.5262761,WF141129
Gangnam-gu,Main Street,District,127.0402117,37.5240704,WF141130
Gangnam-gu,Main Street,District,127.0402117,37.5240704,WF141131
Gangnam-gu,Main Street,District,127.0428768,37.5244579,WF141132
Gangnam-gu,Park,District,127.0444174,37.5249154,WF141133
Gangnam-gu,Park,District,127.0444174,37.5249154,WF141134
Gangnam-gu,Main Street,District,127.0459891,37.5248601,WF141135
Gangnam-gu,Main Street,District,127.0459891,37.5248601,WF141136
Gangnam-gu,Main Street,District,127.0456678,37.5272863,WF141137
Gangnam-gu,Main Street,District,127.0471283,37.5262796,WF141138
Gangnam-gu,Main Street,District,127.0471283,37.5262796,WF141139
Gangnam-gu,Main Street,District,127.0526308,37.5255853,WF141140
Gangnam-gu,Main Street,District,127.0526308,37.5255853,WF141141
Gangnam-gu,Main Street,District,127.044055,37.5276019,WF141142
Gangnam-gu,Public facility,District,127.0492922,37.5250341,WF141143
Gangnam-gu,Public facility,Min. of Future(KT),127.0422041,37.516286,WF141144
Gangnam-gu,Public facility,Min. of Future(KT),127.0422041,37.516286,WF141145
Gangnam-gu,Public facility,Min. of Future(KT),127.0422041,37.516286,WF141146
Gangnam-gu,Public facility,Min. of Future(KT),127.0422041,37.516286,WF141147
Gangnam-gu,Public facility,Min. of Future(KT),127.0422041,37.516286,WF141148
Gangnam-gu,Public facility,Min. of Future(KT),127.0422041,37.516286,WF141149
Gangnam-gu,Public facility,Min. of Future(KT),127.0422041,37.516286,WF141150
Gangnam-gu,Public facility,Min. of Future(KT),127.0422041,37.516286,WF141151
Gangnam-gu,Public facility,Min. of Future(KT),127.0422041,37.516286,WF141152
Gangnam-gu,Public facility,Min. of Future(KT),127.0422041,37.516286,WF141153
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.052132,37.515857,WF141154
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.052132,37.515857,WF141155
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.052132,37.515857,WF141156
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.0512132,37.515857,WF141157
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.0746666,37.4923415,WF141158
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.0746666,37.4923415,WF141159
Gangnam-gu,Tour site,Min. of Future(KT),127.0540445,37.520529,WF141160
Gangnam-gu,Tour site,Min. of Future(KT),127.0540445,37.520529,WF141161
Gangnam-gu,Tour site,Min. of Future(KT),127.0540445,37.520529,WF141162
Gangnam-gu,Tour site,Min. of Future(KT),127.0540445,37.520529,WF141163
Gangnam-gu,Tour site,Min. of Future(KT),127.0540445,37.520529,WF141164
Gangnam-gu,Public facility,Min. of Future(SKT),127.0689523,37.4897723,WF141165
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.0543227,37.5032219,WF141166
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.0543227,37.5032219,WF141167
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.0543227,37.5032219,WF141168
Gangnam-gu,Tour site,Min. of Future(KT),127.0669398,37.5000135,WF141169
Gangnam-gu,Tour site,Min. of Future(KT),127.0669398,37.5000135,WF141170
Gangnam-gu,Tour site,Min. of Future(KT),127.0669398,37.5000135,WF141171
Gangnam-gu,Tour site,Min. of Future(KT),127.0669398,37.5000135,WF141172
Gangnam-gu,Tour site,Min. of Future(KT),127.0669398,37.5000135,WF141173
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.1192729,37.4705811,WF141174
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.1192729,37.4705811,WF141175
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.1192729,37.4705811,WF141176
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.1192729,37.4705811,WF141177
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.1192729,37.4705811,WF141178
Gangnam-gu,Welfare facility,Min. of Future(LGU+),127.1192729,37.4705811,WF141179
Gangnam-gu,Tour site,Min. of Future(KT),127.0357833,37.527293,WF141180
Gangnam-gu,Tour site,Min. of Future(KT),127.0357833,37.527293,WF141181
Gangnam-gu,Tour site,Min. of Future(KT),127.0357833,37.527293,WF141182
Gangnam-gu,Tour site,Min. of Future(KT),127.0357833,37.527293,WF141183
Gangnam-gu,Tour site,Min. of Future(KT),127.0357833,37.527293,WF141184
Gangnam-gu,Tour site,Min. of Future(KT),127.0410313,37.4939379,WF141185
Gangnam-gu,Tour site,Min. of Future(KT),127.0410313,37.4939379,WF141186
Gangnam-gu,Tour site,Min. of Future(KT),127.0410313,37.4939379,WF141187
Gangnam-gu,Tour site,Min. of Future(KT),127.0410313,37.4939379,WF141188
Gangnam-gu,Tour site,Min. of Future(KT),127.0410313,37.4939379,WF141189
Gangnam-gu,Public facility,Min. of Future(SKT),127.0864633,37.4833485,WF141190
Gangnam-gu,Public facility,Min. of Future(SKT),127.0864633,37.4833485,WF141191
Gangnam-gu,Tour site,Min. of Future(KT),127.0464205,37.519128,WF141192
Gangnam-gu,Tour site,Min. of Future(KT),127.0464205,37.519128,WF141193
